PATCH_IDX,PATCH_CMD,BaseResRef,Sex,Race,InanimateType,Plot,LowGore
3759,REPLACE,plc_dstat2_,4,****,4,****,****
3760,REPLACE,plc_bbl_sm_,4,****,4,****,****
3761,REPLACE,plc_mlstone_,4,****,4,****,****
3762,REPLACE,plc_obelisk_,4,****,4,****,****
3763,REPLACE,plc_wzprtl_,4,****,4,****,****
3764,REPLACE,plc_sklhng1_,4,****,3,****,****
3765,REPLACE,plc_sklhng2_,4,****,3,****,****
3766,REPLACE,dagmilitia_,0,6,****,0,****
3767,REPLACE,griffonmerc_,0,6,****,0,****
3768,REPLACE,plc_portpyr_,4,****,3,****,****
3769,REPLACE,plc_chsstkr_,4,****,4,****,****
3770,REPLACE,plc_chsstky_,4,****,4,****,****
3771,REPLACE,plc_chsstkp_,4,****,4,****,****
3772,REPLACE,plc_chswhlr_,4,****,4,****,****
3773,REPLACE,plc_chswhly_,4,****,4,****,****
3774,REPLACE,plc_chswhlp_,4,****,4,****,****
3775,REPLACE,skully_,4,24,****,0,****
3776,REPLACE,plc_cheesep_,4,****,4,****,****
3777,REPLACE,plc_cheesey_,4,****,4,****,****
3778,REPLACE,plc_apple_,4,****,5,****,****
3779,REPLACE,plc_batstat_,4,****,3,****,****
3780,REPLACE,plc_hdelf_,4,****,4,****,****
3781,REPLACE,plc_hdgnome_,4,****,4,****,****
3782,REPLACE,plc_hdhuman_,4,****,4,****,****
3783,REPLACE,plc_lute1_,4,****,4,****,****
3784,REPLACE,plc_lute2_,4,****,4,****,****
3785,REPLACE,plc_lute3_,4,****,4,****,****
3786,REPLACE,plc_window1_,4,****,4,****,****
3787,REPLACE,PLC_Parrot_,4,****,3,****,****
3788,REPLACE,parrot_,4,8,****,0,****
3789,REPLACE,lizfolk_,4,15,****,0,****
3790,REPLACE,phod_dray2_,4,15,****,0,****
3791,REPLACE,plc_dagflg1_,4,****,6,****,****
3792,REPLACE,plc_dagflg2_,4,****,6,****,****
3793,REPLACE,plc_dagflg3_,4,****,6,****,****
3794,REPLACE,plc_grfflg1_,4,****,6,****,****
3795,REPLACE,plc_grfflg2_,4,****,6,****,****
3796,REPLACE,plc_grfflg3_,4,****,6,****,****
3797,REPLACE,plc_carcass_,4,****,3,****,****
3798,REPLACE,plc_signblk_,4,****,6,****,****
3799,REPLACE,plc_signcow_,4,****,6,****,****
3800,REPLACE,plc_signder_,4,****,6,****,****
3801,REPLACE,plc_chesvat_,4,****,4,****,****
3802,REPLACE,plc_signcha_,4,****,6,****,****
3803,REPLACE,harat_,4,20,****,0,****
3804,REPLACE,lichking_,4,24,****,0,****
3805,REPLACE,ccnslvrtx_,4,****,4,****,****
3806,REPLACE,tds_,4,****,4,****,****
3807,REPLACE,purpleworm_,4,8,****,0,****
3808,REPLACE,sandworm_,4,8,****,0,****
3809,REPLACE,nightcrawl_,4,24,****,0,****
3810,REPLACE,oceanworm_,4,8,****,0,****
3811,REPLACE,mekram_,4,****,4,****,****
3812,REPLACE,eweed_,4,****,4,****,****
3813,REPLACE,phod_dray3_,4,15,****,0,****
3814,REPLACE,plc_elvvase_,4,****,4,****,****
3815,REPLACE,phod_drego_,4,24,****,0,****
3816,REPLACE,phod_mekil_,4,8,****,0,****
3817,REPLACE,phod_nmb_,4,19,****,0,****
3818,REPLACE,phod_crspid_,4,19,****,0,****
3819,REPLACE,plc_bluprtl_,4,****,3,0,****
3820,REPLACE,plc_redprtl_,4,****,3,0,****
3821,REPLACE,plc_sklstat_,4,****,3,0,****
3822,REPLACE,plc_icecrys_,5,****,3,0,****
3823,REPLACE,tala_gem_,1,****,3,1,****
3824,REPLACE,maggris_,4,25,****,0,****
3825,REPLACE,plc_signtor_,4,****,6,****,****
3826,REPLACE,plc_signhol_,4,****,6,****,****
3827,REPLACE,kocracn_,4,20,****,0,****
3828,REPLACE,plc_worldmp_,4,****,6,****,****
3829,REPLACE,dwghost_,0,0,****,0,****
3830,REPLACE,phod_klar_,4,8,****,0,****
3831,REPLACE,DrgPyro_,4,11,****,0,****
3832,REPLACE,DrgTart_,4,11,****,0,****
3833,REPLACE,DrgFang_,4,11,****,0,****
3834,REPLACE,DrgAmet_,4,11,****,0,****
3835,REPLACE,DrgCrys_,4,11,****,0,****
3836,REPLACE,DrgEmer_,4,11,****,0,****
3837,REPLACE,DrgSapp_,4,11,****,0,****
3838,REPLACE,DrgTopa_,4,11,****,0,****
3839,REPLACE,DrgRuby_,4,11,****,0,****
3840,REPLACE,DrgObsi_,4,11,****,0,****
3841,REPLACE,DrgHelF_,4,11,****,0,****
3842,REPLACE,DrgBaha_,4,11,****,0,****
3843,REPLACE,DrgTiam_,4,11,****,0,****
3844,REPLACE,T-REX_,8,11,****,0,****
3845,REPLACE,jfkbass_,4,8,****,0,****
3846,REPLACE,jfkbgill_,4,8,****,0,****
3847,REPLACE,jfkbhead_,4,8,****,0,****
3848,REPLACE,jfkcatf_,4,8,****,0,****
3849,REPLACE,jfkcoho_,4,8,****,0,****
3850,REPLACE,jfkperch_,4,8,****,0,****
3851,REPLACE,jfkpike_,4,8,****,0,****
3852,REPLACE,jfktrout_,4,8,****,0,****
3853,REPLACE,jfkweye_,4,8,****,0,****
3854,REPLACE,ccc_adori01,4,****,1,****,****
3855,REPLACE,ccc_adori02,4,****,1,****,****
3856,REPLACE,ccc_adori03,4,****,1,****,****
3857,REPLACE,ccc_adori04,4,****,1,****,****
3858,REPLACE,ccc_adori05,4,****,1,****,****
3859,REPLACE,ccc_adori06,4,****,1,****,****
3860,REPLACE,ccc_adori07,4,****,1,****,****
3861,REPLACE,ccc_adori08,4,****,1,****,****
3862,REPLACE,ccc_adori09,4,****,1,****,****
3863,REPLACE,ccc_adori10,4,****,1,****,****
3864,REPLACE,ccc_adori11,4,****,1,****,****
3865,REPLACE,ccc_adori12,4,****,1,****,****
3866,REPLACE,cccbrnclg1_,4,****,1,****,****
3867,REPLACE,cccbrnclg2_,4,****,1,****,****
3868,REPLACE,cccbrnclg3_,4,****,1,****,****
3869,REPLACE,cccaircage1_,4,****,1,****,****
3870,REPLACE,plcchairsj01,4,****,1,****,****
3871,REPLACE,cccad_scavrb,4,9,****,****,****
3872,REPLACE,cccad_scavrg,4,9,****,****,****
3873,REPLACE,cccad_scavrn,4,9,****,****,****
3874,REPLACE,cccad_scavrv,4,9,****,****,****
3875,REPLACE,ad_obench1_,4,****,1,****,****
3876,REPLACE,ad_obench2_,4,****,1,****,****
3877,REPLACE,ad_sburrow_,4,****,1,****,****
3878,REPLACE,ad_fruin1_,4,****,1,****,****
3879,REPLACE,ad_gburial_,4,****,1,****,****
3880,REPLACE,ad_treeps_,4,****,1,****,****
3881,REPLACE,ad_btllady_,4,25,****,0,****
3882,REPLACE,ad_treepa_,4,****,1,****,****
3883,REPLACE,ad_treepw_,4,****,1,****,****
3884,REPLACE,ccc_sarc_sm_,4,****,1,****,****
3885,REPLACE,ad_trash1_,4,****,1,0,****
3886,REPLACE,ad_trash2_,4,****,1,0,****
3887,REPLACE,ccc_uwarch1,4,****,1,****,****
3888,REPLACE,ccc_uwarch2,4,****,1,****,****
3889,REPLACE,ccc_adelfp01,4,****,1,****,****
3890,REPLACE,ccc_adelfp02,4,****,1,****,****
3891,REPLACE,ccc_adelfp03,4,****,1,****,****
3892,REPLACE,ccc_adelfp04,4,****,1,****,****
3893,REPLACE,ccc_adelfp05,4,****,1,****,****
3894,REPLACE,ccc_adelfp06,4,****,1,****,****
3895,REPLACE,ccc_adelfp07,4,****,1,****,****
3896,REPLACE,ccc_adelfp08,4,****,1,****,****
3897,REPLACE,ccc_adelfp09,4,****,1,****,****
3898,REPLACE,ccc_adelfp10,4,****,1,****,****
3899,REPLACE,ccc_adelfp11,4,****,1,****,****
3900,REPLACE,ccc_adelfp12,4,****,1,****,****
3901,REPLACE,ccc_adelfp13,4,****,1,****,****
3902,REPLACE,ccc_adelfp14,4,****,1,****,****
3903,REPLACE,ccc_adelfp15,4,****,1,****,****
3904,REPLACE,ccc_adelfp16,4,****,1,****,****
3905,REPLACE,ccc_adelfp17,4,****,1,****,****
3906,REPLACE,ccc_adelfp18,4,****,1,****,****
3907,REPLACE,ccc_adelfp19,4,****,1,****,****
3908,REPLACE,ccc_adelfp20,4,****,1,****,****
3909,REPLACE,ad_ccoop1,4,****,1,****,****
3910,REPLACE,cccad_12_12a,4,****,1,****,****
3911,REPLACE,ad_2013_10_1,4,****,1,****,****
3912,REPLACE,ad_2013_10_2,4,****,1,****,****
3913,REPLACE,ad_2013_10_3,4,****,1,****,****
3914,REPLACE,ad_2013_10_4,4,****,1,****,****
3915,REPLACE,ad_2013_10_5,4,****,1,****,****
3916,REPLACE,ad_2013_10_6,4,****,1,****,****
3917,REPLACE,ad_2013_10_7,4,****,1,****,****
3918,REPLACE,ad_obsball1_,4,****,1,****,****
3919,REPLACE,ad_obsball2_,4,****,1,****,****
3920,REPLACE,ad_obsball3_,4,****,1,****,****
3921,REPLACE,ad_obsball4_,4,****,1,****,****
3922,REPLACE,plc_kneeler_,4,****,4,****,****
3923,REPLACE,plc_jfkbook_,4,****,7,****,****
3924,REPLACE,plc_jshrine_,4,****,4,****,****
3925,REPLACE,plc_jalt_,4,****,4,****,****
3926,REPLACE,qp_bighorn_,4,****,1,****,****
3927,REPLACE,cclaw_,4,10,****,0,****
3928,REPLACE,cclaw_l_,4,10,****,0,****
3929,REPLACE,eachuisge_,4,8,****,0,****
3930,REPLACE,plcpr_tm1_,4,****,7,****,****
3931,REPLACE,plcpr_tm2_,4,****,7,****,****
3932,REPLACE,plcpr_tm3_,4,****,7,****,****
3933,REPLACE,plcpr_tm4_,4,****,7,****,****
3934,REPLACE,plcpr_tm5_,4,****,7,****,****
3935,REPLACE,plc_prstal1_,4,****,3,****,****
3936,REPLACE,plc_prstal2_,4,****,3,****,****
3937,REPLACE,plc_prsin1a_,4,****,3,****,****
3938,REPLACE,plc_prsin1b_,4,****,3,****,****
3939,REPLACE,plc_prsin2_,4,****,3,****,****
3940,REPLACE,plc_prsin3_,4,****,3,****,****
3941,REPLACE,dislolth_,4,7,****,****,****
3942,REPLACE,canisa_,4,20,****,0,****
3943,REPLACE,canisb_,4,20,****,0,****
3944,REPLACE,rk_altar_1_,4,****,3,****,****
3945,REPLACE,Ladybug_,4,25,****,0,****
3946,REPLACE,peacock_,4,8,****,0,****
3947,REPLACE,cccad_wwtrll,4,10,****,****,****
3948,REPLACE,ghoulprt_,4,24,****,0,****
3949,REPLACE,skel_pir01_,4,24,****,0,****
3950,REPLACE,skel_pir03_,4,24,****,0,****
3951,REPLACE,skel_pir02_,4,24,****,0,****
3952,REPLACE,skel_pir04_,4,24,****,0,****
3953,REPLACE,otr_chila1_,4,****,3,****,****
3954,REPLACE,otr_chilb1_,4,****,3,****,****
3955,REPLACE,otr_chilc1_,4,****,3,****,****
3956,REPLACE,otr_child1_,4,****,3,****,****
3957,REPLACE,otr_child2_,4,****,3,****,****
3958,REPLACE,otr_chile1_,4,****,3,****,****
3959,REPLACE,plc_hachair_,4,****,4,****,****
3960,REPLACE,plc_hatable_,4,****,4,****,****
3961,REPLACE,plc_altar_,4,****,4,****,****
3962,REPLACE,banshee_01_,4,24,****,0,****
3963,REPLACE,banshee_02_,4,24,****,0,****
3964,REPLACE,demon_01_,4,20,****,0,****
3965,REPLACE,f_vamp_01_,1,24,****,0,****
3966,REPLACE,f_zombie_01_,1,24,****,0,****
3967,REPLACE,ghoul_01_,4,24,****,0,****
3968,REPLACE,ghoul_02_,4,24,****,0,****
3969,REPLACE,ghoul_03_,4,24,****,0,****
3970,REPLACE,m_skel_01_,0,24,****,0,****
3971,REPLACE,m_skel_02_,0,24,****,0,****
3972,REPLACE,m_skel_03_,0,24,****,0,****
3973,REPLACE,m_skel_04_,0,24,****,0,****
3974,REPLACE,m_skel_05_,0,24,****,0,****
3975,REPLACE,m_skel_06_,0,24,****,0,****
3976,REPLACE,m_zombie_01_,0,24,****,0,****
3977,REPLACE,m_zombie_02_,0,24,****,0,****
3978,REPLACE,shadow_01_,4,24,****,0,****
3979,REPLACE,ccc_snowsh1,4,****,1,****,****
3980,REPLACE,ccc_snowsh2,4,****,1,****,****
3981,REPLACE,ccc_snowsh3,4,****,1,****,****
3982,REPLACE,adcccgapple,4,****,1,****,****
3983,REPLACE,plc_coat_,4,****,4,****,****
3984,REPLACE,plc_tunic_,4,****,4,****,****
3985,REPLACE,plc_behr_,4,****,4,****,****
3986,REPLACE,broom_,4,****,4,****,****
3987,REPLACE,plc_swan01_,4,****,4,****,****
3988,REPLACE,plc_sul01_,4,****,****,****,****
3989,REPLACE,whirlpool_,4,****,8,****,****
3990,REPLACE,snowmogul_,4,****,8,****,****
3991,REPLACE,jruin01_,4,****,1,****,****
3992,REPLACE,jruin02_,4,****,1,****,****
3993,REPLACE,jruin03_,4,****,1,****,****
3994,REPLACE,jruin04_,4,****,1,****,****
3995,REPLACE,jruin05_,4,****,1,****,****
3996,REPLACE,jruin06_,4,****,1,****,****
3997,REPLACE,jruin07_,4,****,1,****,****
3998,REPLACE,neogi2e_,4,7,****,0,****
3999,REPLACE,generic_,4,****,****,****,****
10000,REPLACE,phod_jhakar_,4,8,****,0,****
10001,REPLACE,plc_get_out_,4,****,0,****,****
10002,REPLACE,fr_wood_,4,****,6,****,****
10003,REPLACE,stingfem_,1,13,****,0,****
10004,REPLACE,stingf2_,1,13,****,0,****
10005,REPLACE,horse7_,4,8,****,****,****
10006,REPLACE,nw2altar1_,4,****,4,****,****
10007,REPLACE,nw2altar2_,4,****,4,****,****
10008,REPLACE,nw2altar4_,4,****,4,****,****
10009,REPLACE,nw2angstatu_,4,****,4,****,****
10010,REPLACE,nw2arcana1_,4,****,4,****,****
10011,REPLACE,nw2axerest1_,4,****,4,****,****
10012,REPLACE,nw2axerest2_,4,****,4,****,****
10013,REPLACE,nw2banner1_,4,****,4,****,****
10014,REPLACE,nw2banner2_,4,****,4,****,****
10015,REPLACE,nw2bard1_,4,****,4,****,****
10016,REPLACE,nw2bboard_,4,****,4,****,****
10017,REPLACE,nw2bed1_,4,****,4,****,****
10018,REPLACE,nw2bed10_,4,****,4,****,****
10019,REPLACE,nw2bed1b1_,4,****,4,****,****
10020,REPLACE,nw2bed2_,4,****,4,****,****
10021,REPLACE,nw2bed3_,4,****,4,****,****
10022,REPLACE,nw2bed4_,4,****,4,****,****
10023,REPLACE,nw2bed5_,4,****,4,****,****
10024,REPLACE,nw2bed6_,4,****,4,****,****
10025,REPLACE,nw2bed7_,4,****,4,****,****
10026,REPLACE,nw2bed8_,4,****,4,****,****
10027,REPLACE,nw2bed9_,4,****,4,****,****
10028,REPLACE,nw2bench1_,4,****,4,****,****
10029,REPLACE,nw2bench2_,4,****,4,****,****
10030,REPLACE,nw2bench3_,4,****,4,****,****
10031,REPLACE,nw2bench4_,4,****,4,****,****
10032,REPLACE,nw2bench5_,4,****,4,****,****
10033,REPLACE,nw2bench6_,4,****,4,****,****
10034,REPLACE,nw2bench7_,4,****,4,****,****
10035,REPLACE,nw2bench8_,4,****,4,****,****
10036,REPLACE,nw2bkshelf1_,4,****,4,****,****
10037,REPLACE,nw2bkshelf2_,4,****,4,****,****
10038,REPLACE,nw2bkshelf3_,4,****,4,****,****
10039,REPLACE,nw2bkshelf4_,4,****,4,****,****
10040,REPLACE,nw2bonfire_,4,****,4,****,****
10041,REPLACE,nw2book1_,4,****,4,****,****
10042,REPLACE,nw2book2_,4,****,4,****,****
10043,REPLACE,nw2book3_,4,****,4,****,****
10044,REPLACE,nw2book4_,4,****,4,****,****
10045,REPLACE,nw2book5g_,4,****,4,****,****
10046,REPLACE,nw2book6g_,4,****,4,****,****
10047,REPLACE,nw2bookcab_,4,****,4,****,****
10048,REPLACE,nw2bookend_,4,****,4,****,****
10049,REPLACE,nw2bookrow1_,4,****,4,****,****
10050,REPLACE,nw2bookrow2_,4,****,4,****,****
10051,REPLACE,nw2bookrow3_,4,****,4,****,****
10052,REPLACE,nw2bookrow4_,4,****,4,****,****
10053,REPLACE,nw2bookrow5_,4,****,4,****,****
10054,REPLACE,nw2bookrow6_,4,****,4,****,****
10055,REPLACE,nw2books1_,4,****,4,****,****
10056,REPLACE,nw2books2_,4,****,4,****,****
10057,REPLACE,nw2bottle1_,4,****,4,****,****
10058,REPLACE,nw2bottle2_,4,****,4,****,****
10059,REPLACE,nw2bottle3_,4,****,4,****,****
10060,REPLACE,nw2bottle4_,4,****,4,****,****
10061,REPLACE,nw2boulder1_,4,****,4,****,****
10062,REPLACE,nw2boulder2_,4,****,4,****,****
10063,REPLACE,nw2boulder3_,4,****,4,****,****
10064,REPLACE,nw2boulder4_,4,****,4,****,****
10065,REPLACE,nw2boulder5_,4,****,4,****,****
10066,REPLACE,nw2boulder6_,4,****,4,****,****
10067,REPLACE,nw2boulder7_,4,****,4,****,****
10068,REPLACE,nw2boulders_,4,****,4,****,****
10069,REPLACE,nw2brbasket_,4,****,4,****,****
10070,REPLACE,nw2bucket1_,4,****,4,****,****
10071,REPLACE,nw2bucket2_,4,****,4,****,****
10072,REPLACE,nw2bucket3_,4,****,4,****,****
10073,REPLACE,nw2campfirs_,4,****,4,****,****
10074,REPLACE,nw2canvasst_,4,****,4,****,****
10075,REPLACE,nw2carcass_,4,****,4,****,****
10076,REPLACE,nw2cards1_,4,****,4,****,****
10077,REPLACE,nw2cards2_,4,****,4,****,****
10078,REPLACE,nw2cards3_,4,****,4,****,****
10079,REPLACE,nw2cards4_,4,****,4,****,****
10080,REPLACE,nw2chair1_,4,****,4,****,****
10081,REPLACE,nw2chair2_,4,****,4,****,****
10082,REPLACE,nw2chair3_,4,****,4,****,****
10083,REPLACE,nw2chair4_,4,****,4,****,****
10084,REPLACE,nw2chair5_,4,****,4,****,****
10085,REPLACE,nw2chair6_,4,****,4,****,****
10086,REPLACE,nw2chair6r_,4,****,4,****,****
10087,REPLACE,nw2chair7_,4,****,4,****,****
10088,REPLACE,nw2chair7a_,4,****,4,****,****
10089,REPLACE,nw2chair8_,4,****,4,****,****
10090,REPLACE,nw2chair8a_,4,****,4,****,****
10091,REPLACE,nw2chair9_,4,****,4,****,****
10092,REPLACE,nw2chair9a_,4,****,4,****,****
10093,REPLACE,nw2chairb1_,4,****,4,****,****
10094,REPLACE,nw2chairb2_,4,****,4,****,****
10095,REPLACE,nw2cktable1_,4,****,4,****,****
10096,REPLACE,nw2cktable2_,4,****,4,****,****
10097,REPLACE,nw2cleaver_,4,****,4,****,****
10098,REPLACE,nw2coffin_,4,****,4,****,****
10099,REPLACE,nw2corpse1_,4,****,4,****,****
10100,REPLACE,nw2corpse10_,4,****,4,****,****
10101,REPLACE,nw2corpse11_,4,****,4,****,****
10102,REPLACE,nw2corpse12_,4,****,4,****,****
10103,REPLACE,nw2corpse13_,4,****,4,****,****
10104,REPLACE,nw2corpse14_,4,****,4,****,****
10105,REPLACE,nw2corpse15_,4,****,4,****,****
10106,REPLACE,nw2corpse16_,4,****,4,****,****
10107,REPLACE,nw2corpse17_,4,****,4,****,****
10108,REPLACE,nw2corpse18_,4,****,4,****,****
10109,REPLACE,nw2corpse19_,4,****,4,****,****
10110,REPLACE,nw2corpse2_,4,****,4,****,****
10111,REPLACE,nw2corpse20_,4,****,4,****,****
10112,REPLACE,nw2corpse21_,4,****,4,****,****
10113,REPLACE,nw2corpse22_,4,****,4,****,****
10114,REPLACE,nw2corpse23_,4,****,4,****,****
10115,REPLACE,nw2corpse24_,4,****,4,****,****
10116,REPLACE,nw2corpse25_,4,****,4,****,****
10117,REPLACE,nw2corpse3_,4,****,4,****,****
10118,REPLACE,nw2corpse4_,4,****,4,****,****
10119,REPLACE,nw2corpse5_,4,****,4,****,****
10120,REPLACE,nw2corpse6_,4,****,4,****,****
10121,REPLACE,nw2corpse7_,4,****,4,****,****
10122,REPLACE,nw2corpse8_,4,****,4,****,****
10123,REPLACE,nw2corpse9_,4,****,4,****,****
10124,REPLACE,nw2corpsep1_,4,****,4,****,****
10125,REPLACE,nw2corpsep2_,4,****,4,****,****
10126,REPLACE,nw2cross_,4,****,4,****,****
10127,REPLACE,nw2cups_,4,****,4,****,****
10128,REPLACE,nw2curtain1_,4,****,4,****,****
10129,REPLACE,nw2curtain2_,4,****,4,****,****
10130,REPLACE,nw2curtain3_,4,****,4,****,****
10131,REPLACE,nw2decor1_,4,****,4,****,****
10132,REPLACE,nw2dice_,4,****,4,****,****
10133,REPLACE,nw2dolphin_,4,****,4,****,****
10134,REPLACE,nw2easel_,4,****,4,****,****
10135,REPLACE,nw2estable1_,4,****,4,****,****
10136,REPLACE,nw2estable2_,4,****,4,****,****
10137,REPLACE,nw2evase_,4,****,4,****,****
10138,REPLACE,nw2fdplate_,4,****,4,****,****
10139,REPLACE,nw2fdplattr_,4,****,4,****,****
10140,REPLACE,nw2firelog_,4,****,4,****,****
10141,REPLACE,nw2flask_,4,****,4,****,****
10142,REPLACE,nw2flask2_,4,****,4,****,****
10143,REPLACE,nw2fntbig_,4,****,4,****,****
10144,REPLACE,nw2fntbrk_,4,****,4,****,****
10145,REPLACE,nw2forks_,4,****,4,****,****
10146,REPLACE,nw2frbasket_,4,****,4,****,****
10147,REPLACE,nw2gadget_,4,****,4,****,****
10148,REPLACE,nw2gameset_,4,****,4,****,****
10149,REPLACE,nw2ghead_,4,****,4,****,****
10150,REPLACE,nw2gpart1_,4,****,4,****,****
10151,REPLACE,nw2gpart2_,4,****,4,****,****
10152,REPLACE,nw2grave1_,4,****,4,****,****
10153,REPLACE,nw2grave2_,4,****,4,****,****
10154,REPLACE,nw2grave3_,4,****,4,****,****
10155,REPLACE,nw2grave4_,4,****,4,****,****
10156,REPLACE,nw2grig_,4,****,4,****,****
10157,REPLACE,nw2grvstn1_,4,****,4,****,****
10158,REPLACE,nw2grvstn2_,4,****,4,****,****
10159,REPLACE,nw2grvstn3_,4,****,4,****,****
10160,REPLACE,nw2hay5_,4,****,4,****,****
10161,REPLACE,nw2hayroll_,4,****,4,****,****
10162,REPLACE,nw2hero1_,4,****,4,****,****
10163,REPLACE,nw2hero2_,4,****,4,****,****
10164,REPLACE,nw2hero3_,4,****,4,****,****
10165,REPLACE,nw2hoe_,4,****,4,****,****
10166,REPLACE,nw2hplant1_,4,****,4,****,****
10167,REPLACE,nw2hplant2_,4,****,4,****,****
10168,REPLACE,nw2hplant3_,4,****,4,****,****
10169,REPLACE,nw2hplant4_,4,****,4,****,****
10170,REPLACE,nw2hpump1_,4,****,4,****,****
10171,REPLACE,nw2hpump2_,4,****,4,****,****
10172,REPLACE,nw2hpump3_,4,****,4,****,****
10173,REPLACE,nw2hpump4_,4,****,4,****,****
10174,REPLACE,nw2icicles1_,4,****,4,****,****
10175,REPLACE,nw2icicles2_,4,****,4,****,****
10176,REPLACE,nw2illmatar_,4,****,4,****,****
10177,REPLACE,nw2kelemvor_,4,****,4,****,****
10178,REPLACE,nw2ladder_,4,****,4,****,****
10179,REPLACE,nw2lamp1_,4,****,4,****,****
10180,REPLACE,nw2lamp10_,4,****,4,****,****
10181,REPLACE,nw2lamp2_,4,****,4,****,****
10182,REPLACE,nw2lamp3_,4,****,4,****,****
10183,REPLACE,nw2lamp4_,4,****,4,****,****
10184,REPLACE,nw2lamp5_,4,****,4,****,****
10185,REPLACE,nw2lamp6_,4,****,4,****,****
10186,REPLACE,nw2lamp8_,4,****,4,****,****
10187,REPLACE,nw2lantern_,4,****,4,****,****
10188,REPLACE,nw2lantern2_,4,****,4,****,****
10189,REPLACE,nw2lantern3_,4,****,4,****,****
10190,REPLACE,nw2laundry3_,4,****,4,****,****
10191,REPLACE,nw2lever1_,4,****,4,****,****
10192,REPLACE,nw2lever2_,4,****,4,****,****
10193,REPLACE,nw2lilypads_,4,****,4,****,****
10194,REPLACE,nw2log_,4,****,4,****,****
10195,REPLACE,nw2logram1_,4,****,4,****,****
10196,REPLACE,nw2logram2_,4,****,4,****,****
10197,REPLACE,nw2loom_,4,****,4,****,****
10198,REPLACE,nw2meatslab_,4,****,4,****,****
10199,REPLACE,nw2monk1_,4,****,4,****,****
10200,REPLACE,nw2monk2_,4,****,4,****,****
10201,REPLACE,nw2mosaic_,4,****,4,****,****
10202,REPLACE,nw2mrtable1_,4,****,4,****,****
10203,REPLACE,nw2mrtable2_,4,****,4,****,****
10204,REPLACE,nw2mulban_,4,****,4,****,****
10205,REPLACE,nw2mulban4_,4,****,4,****,****
10206,REPLACE,nw2mulsign_,4,****,4,****,****
10207,REPLACE,nw2optable_,4,****,4,****,****
10208,REPLACE,nw2ore_,4,****,4,****,****
10209,REPLACE,nw2oven1_,4,****,4,****,****
10210,REPLACE,nw2oven2_,4,****,4,****,****
10211,REPLACE,nw2petrifd1_,4,****,4,****,****
10212,REPLACE,nw2petrifd2_,4,****,4,****,****
10213,REPLACE,nw2petrifd3_,4,****,4,****,****
10214,REPLACE,nw2pillow1_,4,****,4,****,****
10215,REPLACE,nw2pillow2_,4,****,4,****,****
10216,REPLACE,nw2pillow3_,4,****,4,****,****
10217,REPLACE,nw2pillow4_,4,****,4,****,****
10218,REPLACE,nw2pillow5_,4,****,4,****,****
10219,REPLACE,nw2pillow6_,4,****,4,****,****
10220,REPLACE,nw2pillow7_,4,****,4,****,****
10221,REPLACE,nw2pitcher_,4,****,4,****,****
10222,REPLACE,nw2pitchfrk_,4,****,4,****,****
10223,REPLACE,nw2planter1_,4,****,4,****,****
10224,REPLACE,nw2planter2_,4,****,4,****,****
10225,REPLACE,nw2planter3_,4,****,4,****,****
10226,REPLACE,nw2planter4_,4,****,4,****,****
10227,REPLACE,nw2planter5_,4,****,4,****,****
10228,REPLACE,nw2platestk_,4,****,4,****,****
10229,REPLACE,nw2plow1_,4,****,4,****,****
10230,REPLACE,nw2plow2_,4,****,4,****,****
10231,REPLACE,nw2posthtch_,4,****,4,****,****
10232,REPLACE,nw2pot_,4,****,4,****,****
10233,REPLACE,nw2pots1_,4,****,4,****,****
10234,REPLACE,nw2pots2_,4,****,4,****,****
10235,REPLACE,nw2pots3_,4,****,4,****,****
10236,REPLACE,nw2preach1_,4,****,4,****,****
10237,REPLACE,nw2preach2_,4,****,4,****,****
10238,REPLACE,nw2quill_,4,****,4,****,****
10239,REPLACE,nw2rckface1_,4,****,4,****,****
10240,REPLACE,nw2rckface2_,4,****,4,****,****
10241,REPLACE,nw2rckface3_,4,****,4,****,****
10242,REPLACE,nw2rckface4_,4,****,4,****,****
10243,REPLACE,nw2rock1_,4,****,4,****,****
10244,REPLACE,nw2rock2_,4,****,4,****,****
10245,REPLACE,nw2rock3_,4,****,4,****,****
10246,REPLACE,nw2rollpin_,4,****,4,****,****
10247,REPLACE,nw2rubble_,4,****,4,****,****
10248,REPLACE,nw2sandbox_,4,****,4,****,****
10249,REPLACE,nw2sarcoph1_,4,****,4,****,****
10250,REPLACE,nw2sarcoph2_,4,****,4,****,****
10251,REPLACE,nw2sarcoph3_,4,****,4,****,****
10252,REPLACE,nw2sarcoph4_,4,****,4,****,****
10253,REPLACE,nw2sarcoph5_,4,****,4,****,****
10254,REPLACE,nw2sawhors1_,4,****,4,****,****
10255,REPLACE,nw2sawhors2_,4,****,4,****,****
10256,REPLACE,nw2sbookcas_,4,****,4,****,****
10257,REPLACE,nw2scarecrw_,4,****,4,****,****
10258,REPLACE,nw2scroll_,4,****,4,****,****
10259,REPLACE,nw2scroll2_,4,****,4,****,****
10260,REPLACE,nw2scroll3_,4,****,4,****,****
10261,REPLACE,nw2scroll4_,4,****,4,****,****
10262,REPLACE,nw2scroll5_,4,****,4,****,****
10263,REPLACE,nw2shovel_,4,****,4,****,****
10264,REPLACE,nw2shrub1_,4,****,4,****,****
10265,REPLACE,nw2shrub2_,4,****,4,****,****
10266,REPLACE,nw2shrubm1_,4,****,4,****,****
