PATCH_IDX,PATCH_CMD,Name,label,InvSlotWidth,InvSlotHeight,EquipableSlots,CanRotateIcon,ModelType,ItemClass,GenderSpecific,Part1EnvMap,Part2EnvMap,Part3EnvMap,DefaultModel,DefaultIcon,Container,WeaponWield,WeaponType,WeaponSize,RangedWeapon,PrefAttackDist,MinRange,MaxRange,NumDice,DieToRoll,CritThreat,CritHitMult,Category,BaseCost,Stacking,ItemMultiplier,Description,InvSoundType,MaxProps,MinProps,PropColumn,StorePanel,ReqFeat0,ReqFeat1,ReqFeat2,ReqFeat3,ReqFeat4,AC_Enchant,BaseAC,ArmorCheckPen,BaseItemStatRef,ChargesStarting,RotateOnGround,TenthLBS,WeaponMatType,AmmunitionType,QBBehaviour,ArcaneSpellFailure,%AnimSlashL,%AnimSlashR,%AnimSlashS,StorePanelSort,ILRStackSize,WeaponFocusFeat,EpicWeaponFocusFeat,WeaponSpecializationFeat,EpicWeaponSpecializationFeat,WeaponImprovedCriticalFeat,EpicWeaponOverwhelmingCriticalFeat,EpicWeaponDevastatingCriticalFeat,WeaponOfChoiceFeat
281,ADD,****,USER,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****
282,ADD,****,USER,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****
283,ADD,****,USER,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****
284,ADD,****,USER,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****
285,ADD,****,USER,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****
286,ADD,****,USER,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****
287,ADD,****,USER,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****
288,ADD,****,USER,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****
289,ADD,****,USER,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****
290,ADD,****,USER,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****
291,ADD,****,USER,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****
292,ADD,****,USER,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****
293,ADD,****,USER,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****
294,ADD,****,USER,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****
295,ADD,****,USER,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****
296,ADD,****,USER,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****
297,ADD,****,USER,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****
298,ADD,****,USER,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****
299,ADD,****,USER,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****
300,ADD,16808046,trident_1h,1,4,0x1C030,1,2,WPlTr,0,1,1,1,it_bag,iwpltr,0,4,1,3,****,1.4,10,100,1,8,1,2,1,15,1,2,16807219,15,8,0,0,1,45,****,****,****,****,4,0,0,16807220,0,1,50,17,****,****,****,35,35,65,76,1,****,****,****,****,****,****,****,****
301,ADD,16807221,heavypick,2,4,0x1C010,1,2,WBlPh,0,1,1,1,it_bag,iwblph,0,****,1,3,****,1.4,10,255,1,6,1,4,1,8,1,2,16807222,9,8,0,0,1,45,****,****,****,****,4,0,0,16807223,0,1,60,17,****,****,****,100,100,0,73,1,****,****,****,****,****,****,****,****
302,ADD,16807224,lightpick,1,2,0x1C030,1,2,WBlPl,0,1,1,1,it_bag,iwblpl,0,****,1,2,****,1.1,10,255,1,4,1,4,1,4,1,2,16807225,13,8,0,0,1,45,****,****,****,****,4,0,0,16807226,0,1,40,2,****,****,****,100,100,0,27,1,****,****,****,****,****,****,****,****
303,ADD,16807227,sai,1,1,0x1C030,0,2,WSwSi,0,1,1,1,it_bag,iwswdg,0,****,2,1,****,1.1,10,255,1,4,2,2,1,3,1,2,16807228,7,8,0,0,1,44,49,****,****,****,4,0,0,16807229,0,1,10,18,****,****,****,100,100,0,9,1,****,****,****,****,****,****,****,****
304,ADD,16807230,nunchaku,1,3,0x1C030,1,2,WBlNn,0,1,1,1,it_bag,iwblnn,0,****,2,2,****,1.4,10,255,1,6,1,2,1,2,1,2,16807231,12,8,0,0,1,44,49,****,****,****,4,0,0,16807232,0,1,20,3,****,****,****,100,100,0,74,1,****,****,****,****,****,****,****,****
305,ADD,16807233,falchion,2,4,0x1C010,1,2,WSwFa,0,1,1,1,it_bag,iwswfa,0,****,4,4,****,1.6,10,255,2,4,3,2,1,36,1,2.09,16807234,9,8,0,0,1,45,****,****,****,****,4,0,0,16807235,0,1,160,11,****,****,****,100,100,0,99,1,****,****,****,****,****,****,****,****
306,ADD,16807236,smallbox,1,1,0x00000,0,0,it_smlbx,0,****,****,****,it_bag,iit_bag_001,1,****,0,****,****,****,0,255,****,****,****,****,17,15,1,1,2289,1,8,0,18,4,****,****,****,****,****,****,0,0,5463,0,0,10,****,****,****,****,****,****,****,5,1,****,****,****,****,****,****,****,****
307,ADD,16807239,miscmedium2,2,2,0x00000,0,0,it_misc,0,1,1,1,it_bag,iinvalid_2x2,0,1,0,****,****,****,0,255,****,****,****,****,16,0,1,1,1726,29,8,0,15,4,****,****,****,****,****,****,0,0,5449,0,0,5,****,****,1,****,****,****,****,0,1,****,****,****,****,****,****,****,****
308,ADD,16807242,sap,1,1,0x1C030,1,2,WSpSp,0,0,0,0,it_bag,iwspsp,0,****,2,2,****,1.2,10,255,1,6,1,2,1,1,1,2,16807243,13,8,0,0,1,45,50,****,****,****,4,0,0,16807244,0,1,30,2,****,****,****,100,100,0,44,1,****,****,****,****,****,****,****,****
309,ADD,16807245,daggerassn,1,1,0x1C030,0,2,WSwDa,0,1,1,1,it_bag,iwswdg,0,****,1,1,****,1.1,10,255,1,4,2,2,1,2,1,2,16807246,7,8,0,0,1,46,48,49,50,51,4,0,0,5395,0,1,10,18,****,****,****,80,80,20,9,1,****,****,****,****,****,****,****,****
310,ADD,16807248,katar,1,1,0x1C030,1,2,WSwDp,0,1,1,1,it_bag,iwswdg,0,****,1,1,****,1.1,10,255,1,4,1,3,1,2,1,2,16807249,7,8,0,0,1,46,48,49,50,51,4,0,0,16807250,0,1,20,11,****,****,****,50,50,50,77,1,****,****,****,****,****,****,****,****
311,ADD,16807251,miscsmall2,1,1,0x00000,0,0,it_smlmis,0,1,1,1,it_bag,iinvalid_1x1,0,1,0,****,****,****,0,255,****,****,****,****,16,0,1,1,1726,28,8,0,15,4,****,****,****,****,****,****,0,0,5448,0,0,3,****,****,1,****,****,****,****,0,1,****,****,****,****,****,****,****,****
312,ADD,16807254,lightmace2,1,2,0x1C030,1,2,WBlMc,0,0,0,1,it_bag,iwblml,0,****,2,2,****,1.2,10,255,1,6,1,2,1,5,1,2,1668,13,8,0,0,1,46,50,****,****,****,4,0,0,5399,0,1,60,2,****,****,****,100,100,0,44,1,****,****,****,****,****,****,****,****
313,ADD,16807257,kukri2,1,2,0x1C030,1,2,WSpKk,0,1,1,1,it_bag,iwspku,0,****,3,1,****,1.2,10,255,1,4,3,2,1,8,1,2,2284,8,8,0,0,1,44,****,****,****,****,4,0,0,5442,0,1,30,18,****,****,****,65,65,35,18,1,****,****,****,****,****,****,****,****
314,ADD,16807260,fashionacc,1,2,0x1C010,1,2,WMgFs,0,1,1,1,it_bag,iwmgfs_m_181,0,4,2,1,****,1.6,10,255,1,2,1,1,8,1,1,1,16807261,3,8,0,3,3,****,****,****,****,****,4,0,0,16807262,50,2,40,****,****,****,****,50,50,50,10,1,****,****,****,****,****,****,****,****
315,ADD,16808088,book2,2,2,0x00000,0,0,it_book2,0,****,****,****,doa_book,iit_book2_001,0,1,0,****,****,****,0,255,****,****,****,****,16,1,1,1,6726,1,8,0,15,4,****,****,****,****,****,****,0,0,****,0,0,10,****,****,****,****,****,****,****,10,1,****,****,****,****,****,****,****,****
316,ADD,16807266,falchion_2,2,4,0x1C010,1,2,WxSwFa,0,1,1,1,it_bag,iwswfa,0,****,3,4,****,1.5,10,255,2,4,3,2,1,36,1,2.09,16807234,9,8,0,0,1,45,****,****,****,****,4,0,0,16807235,0,1,160,11,****,****,****,100,100,0,99,1,****,****,****,****,****,****,****,****
317,ADD,16807269,heavy_mace,1,3,0x1C030,1,2,WxBlMh,0,1,1,1,it_bag,iwxblmh,0,****,2,3,****,1.2,10,255,1,8,1,2,1,6,1,2,16807270,14,8,0,0,1,46,50,****,****,****,4,0,0,16807271,0,1,120,2,****,****,****,100,100,0,99,1,****,****,****,****,****,****,****,****
318,ADD,16807272,maul,2,4,0x1C010,1,2,WxBlMa,0,1,1,1,it_bag,iwxblma,0,4,2,4,****,1.2,10,255,1,10,1,3,1,8,1,1.88,16807273,14,8,0,0,1,45,****,****,****,****,4,0,0,16807274,0,1,200,12,****,****,****,100,100,0,99,1,****,****,****,****,****,****,****,****
319,ADD,16807278,mercurial_longsword,1,4,0x1C030,1,2,WSwLs,0,1,1,1,it_bag,iwswls,0,****,4,3,****,1.5,10,255,1,8,1,4,1,200,1,2,16807279,9,8,0,0,1,44,****,****,****,****,4,0,0,16807280,0,1,60,1,****,****,****,50,50,50,99,1,****,****,****,****,****,****,****,****
320,ADD,16807281,mercurial_greatsword,2,5,0x1C010,1,2,WSwGs,0,1,1,1,it_bag,iwswgs,0,****,4,4,****,1.8,10,255,2,6,1,4,1,300,1,2,16807282,9,8,0,0,1,44,****,****,****,****,4,0,0,16807283,0,1,170,11,****,****,****,65,65,35,99,1,****,****,****,****,****,****,****,****
321,ADD,16807275,scimitar_double,2,5,0x1C010,1,2,WxDbSc,0,1,1,1,it_bag,iwdbsw,0,8,3,4,****,1.5,10,255,1,6,3,2,1,63,1,1.99,16807276,10,8,0,0,1,44,****,****,****,****,4,0,0,16807277,0,1,150,11,****,****,****,50,50,50,99,1,****,****,****,****,****,****,****,****
322,ADD,16807284,goad,2,2,0x1C030,0,2,WSpGd,0,1,1,1,it_bag,iwspgd,0,****,1,2,****,1.1,10,255,1,6,1,2,1,6,1,2,16807285,8,8,0,0,1,45,****,****,****,****,4,0,0,16807286,0,1,30,18,****,****,****,35,35,65,22,1,****,****,****,****,****,****,****,****
323,ADD,16807287,windfirewheel,2,2,0x1C030,0,2,WSpWf,0,1,1,1,it_bag,iwspwf,0,****,3,2,****,1.1,10,255,1,4,2,2,1,2,1,2,16807288,7,8,0,0,1,44,49,****,****,****,4,0,0,16807289,0,1,10,18,****,****,****,100,100,0,9,1,****,****,****,****,****,****,****,****
324,ADD,16807942,maugdoublesword,1,4,0x1C030,1,2,WMaDs,0,1,1,1,it_bag,iwdbsw,0,****,4,3,****,1.5,10,255,1,8,2,2,1,15,1,2,16807944,9,8,0,0,1,45,****,****,****,****,4,0,0,16807945,0,1,40,1,****,****,****,50,50,50,70,1,****,****,****,****,****,****,****,****
325,ADD,16807237,Flowers,1,2,0x1C010,1,2,WFlwr,0,0,0,0,it_bag,iwclfr_m_011,0,4,2,3,****,1.6,10,255,1,6,1,2,8,1,1,1,198,3,8,0,3,4,****,****,****,****,****,4,0,0,59,50,0,1,****,****,****,****,50,50,50,10,1,****,****,****,****,****,****,****,****
326,ADD,16808089,useable_torch,1,3,0x1c030,1,2,hrtorch,0,1,1,1,it_bag,ihrtorch,0,****,2,2,****,1.1,10,255,****,****,****,****,1,1,1,0.02,1725,17,8,0,20,4,****,****,****,****,****,****,0,0,5408,0,1,1,2,****,****,****,100,100,0,0,1,****,****,****,****,****,****,****,****
327,ADD,16807240,Flowers_Crystal,1,2,0x1C010,1,2,WClfr,0,1,1,1,it_bag,iwclfr_m_011,0,4,2,3,****,1.6,10,255,1,6,1,2,8,1,1,1,198,1,8,0,3,4,****,****,****,****,****,4,0,0,59,50,0,5,****,****,****,****,50,50,50,10,1,****,****,****,****,****,****,****,****
328,ADD,16808096,neckwear_scarf,1,2,0x00200,0,0,it_scarf,0,****,****,****,it_scarf,iit_scarf,0,****,0,****,****,****,0,50,****,****,****,****,12,1,1,1,1715,25,8,0,16,3,****,****,****,****,****,1,0,0,5446,0,0,5,****,****,****,****,****,****,****,5,1,****,****,****,****,****,****,****,****
329,ADD,16808094,tool_2handed,2,4,0x1C010,1,2,wtool2h,0,0,0,0,it_bag,iwtool2h_b_011,0,4,2,4,****,1.6,10,100,1,3,1,2,1,4,1,1,16808095,15,8,0,0,4,46,48,49,50,51,4,0,0,59,0,0,60,4,****,****,****,50,50,0,10,1,****,****,****,****,****,****,****,****
330,ADD,16807252,Longsword_2,1,4,0x1C030,1,2,WSwLz,0,1,1,1,it_bag,iwswls,0,****,3,3,****,1.5,10,255,1,8,2,2,1,15,1,2,1687,9,8,0,0,1,45,256,****,****,****,4,0,0,5417,0,1,40,1,****,****,****,50,50,50,70,1,****,****,****,****,****,****,****,****
331,ADD,16808097,makeshiftbl,2,4,0x1C010,1,2,wmkbl,0,****,****,****,it_bag,****,0,4,2,4,****,1.4,10,100,1,6,1,2,1,1,1,1,16808098,9,8,0,0,4,46,****,****,****,****,4,0,0,16808101,0,0,30,17,****,****,****,100,100,0,73,1,****,****,****,****,****,****,****,****
332,ADD,16808099,makeshiftbs,1,2,0x1C030,1,2,wmkbs,0,****,****,****,it_bag,****,0,0,2,2,****,1.1,10,100,1,2,1,2,1,1,1,1,16808098,24,8,0,0,4,46,****,****,****,****,4,0,0,16808102,0,0,20,13,****,****,****,100,100,0,26,1,****,****,****,****,****,****,****,****
333,ADD,16808100,makeshiftss,1,1,0x1C030,1,2,wmkss,0,****,****,****,it_bag,****,0,0,3,2,****,1.1,10,100,1,4,1,2,1,1,1,1,16808098,7,8,0,0,4,46,****,****,****,****,4,0,0,16808103,0,0,10,18,****,****,****,65,65,35,9,1,****,****,****,****,****,****,****,****
334,ADD,1592,fishlarge,2,4,0x00000,0,0,it_fish_lg,0,1,1,1,it_bag,iinvalid_2x3,0,1,0,****,****,****,0,200,****,****,****,****,16,0,1,1,1726,30,8,0,15,4,****,****,****,****,****,****,0,0,5450,0,0,5,****,****,1,****,****,****,****,0,1,****,****,****,****,****,****,****,****
335,ADD,1592,fishthin,1,4,0x00000,0,0,it_fish_md,0,1,1,1,it_bag,iinvalid_1x2,0,1,0,****,****,****,0,200,****,****,****,****,16,1,1,1,1726,29,8,0,15,4,****,****,****,****,****,****,0,0,5474,0,0,5,****,****,1,****,****,****,****,0,1,****,****,****,****,****,****,****,****
336,ADD,1592,fishsmall,1,2,0x00000,0,0,it_fish_sm,0,1,1,1,it_bag,iinvalid_1x1,0,1,0,****,****,****,0,200,****,****,****,****,16,0,1,1,1726,28,8,0,15,4,****,****,****,****,****,****,0,0,5448,0,0,3,****,****,1,****,****,****,****,0,1,****,****,****,****,****,****,****,****
337,ADD,****,CEP_RESERVED,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****
338,ADD,****,CEP_RESERVED,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****
339,ADD,****,CEP_RESERVED,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****
340,ADD,****,CEP_RESERVED,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****
341,ADD,****,CEP_RESERVED,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****
342,ADD,****,CEP_RESERVED,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****
343,ADD,****,CEP_RESERVED,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****
344,ADD,****,CEP_RESERVED,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****
345,ADD,****,CEP_RESERVED,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****
346,ADD,****,CEP_RESERVED,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****
347,ADD,****,CEP_RESERVED,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****
348,ADD,****,CEP_RESERVED,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****
349,ADD,****,CEP_RESERVED,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****
350,ADD,16808049,ring_2,1,1,0x00180,0,0,it_ring2,0,****,****,****,doa_ring,iit_ring,0,****,0,****,****,****,0,255,****,****,****,****,12,1,1,1.25,1716,23,8,0,16,3,****,****,****,****,****,4,0,0,5456,0,0,1,****,****,****,****,****,****,****,0,1,****,****,****,****,****,****,****,****
351,ADD,16808050,amulet_2,1,2,0x00200,0,0,it_neck2,0,1,****,****,doa_amulet,iit_neck,0,****,0,****,****,****,0,255,****,****,****,****,12,1,1,1,1715,25,8,0,16,3,****,****,****,****,****,1,0,0,5446,0,0,5,****,****,****,****,****,****,****,5,1,****,****,****,****,****,****,****,****
352,ADD,****,CEP_RESERVED,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****
353,ADD,16808053,ring_armor,1,1,0x00180,0,0,it_ring,0,****,****,****,doa_ring,iit_ring,0,****,0,****,****,****,0,255,****,****,****,****,12,1,1,1.25,1716,23,8,0,16,3,****,****,****,****,****,2,0,0,5456,0,0,1,****,****,****,****,****,****,****,0,1,****,****,****,****,****,****,****,****
354,ADD,16808054,ring_natural,1,1,0x00180,0,0,it_ring,0,****,****,****,doa_ring,iit_ring,0,****,0,****,****,****,0,255,****,****,****,****,12,1,1,1.25,1716,23,8,0,16,3,****,****,****,****,****,1,0,0,5456,0,0,1,****,****,****,****,****,****,****,0,1,****,****,****,****,****,****,****,****
355,ADD,16808055,ring_shield,1,1,0x00180,0,0,it_ring,0,****,****,****,doa_ring,iit_ring,0,****,0,****,****,****,0,255,****,****,****,****,12,1,1,1.25,1716,23,8,0,16,3,****,****,****,****,****,3,0,0,5456,0,0,1,****,****,****,****,****,****,****,0,1,****,****,****,****,****,****,****,****
356,ADD,16808056,amulet_armor,1,2,0x00200,0,0,it_neck,0,1,****,****,doa_amulet,iit_neck,0,****,0,****,****,****,0,255,****,****,****,****,12,1,1,1,1715,25,8,0,16,3,****,****,****,****,****,2,0,0,5446,0,0,5,****,****,****,****,****,****,****,5,1,****,****,****,****,****,****,****,****
357,ADD,16808057,amulet_deflect,1,2,0x00200,0,0,it_neck,0,1,****,****,doa_amulet,iit_neck,0,****,0,****,****,****,0,255,****,****,****,****,12,1,1,1,1715,25,8,0,16,3,****,****,****,****,****,4,0,0,5446,0,0,5,****,****,****,****,****,****,****,5,1,****,****,****,****,****,****,****,****
358,ADD,16808058,amulet_shield,1,2,0x00200,0,0,it_neck,0,1,****,****,doa_amulet,iit_neck,0,****,0,****,****,****,0,255,****,****,****,****,12,1,1,1,1715,25,8,0,16,3,****,****,****,****,****,3,0,0,5446,0,0,5,****,****,****,****,****,****,****,5,1,****,****,****,****,****,****,****,****
359,ADD,16808059,belt_armor,2,1,0x00400,0,0,it_belt,0,1,****,****,doa_belt,iit_belt,0,****,0,****,****,****,0,255,****,****,****,****,12,1,1,1,1714,2,8,0,16,0,****,****,****,****,****,2,0,0,5447,0,0,10,****,****,****,****,****,****,****,3,1,****,****,****,****,****,****,****,****
360,ADD,16808060,belt_natural,2,1,0x00400,0,0,it_belt,0,1,****,****,doa_belt,iit_belt,0,****,0,****,****,****,0,255,****,****,****,****,12,1,1,1,1714,2,8,0,16,0,****,****,****,****,****,1,0,0,5447,0,0,10,****,****,****,****,****,****,****,3,1,****,****,****,****,****,****,****,****
361,ADD,16808061,belt_shield,2,1,0x00400,0,0,it_belt,0,1,****,****,doa_belt,iit_belt,0,****,0,****,****,****,0,255,****,****,****,****,12,1,1,1,1714,2,8,0,16,0,****,****,****,****,****,3,0,0,5447,0,0,10,****,****,****,****,****,****,****,3,1,****,****,****,****,****,****,****,****
362,ADD,16808062,bracer_shield,2,1,0x00008,0,0,it_bracer,0,1,1,1,doa_bracer,iit_bracer,0,****,2,****,****,****,0,255,****,****,****,****,4,1,1,1,1711,0,8,0,16,0,****,****,****,****,****,3,0,0,5473,0,0,10,****,****,****,****,****,****,****,1,1,****,****,****,****,****,****,****,****
363,ADD,****,CEP_RESERVED,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****
364,ADD,****,CEP_RESERVED,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****
365,ADD,****,CEP_RESERVED,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****
366,ADD,****,CEP_RESERVED,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****
367,ADD,16808067,torch_shield,1,3,0x00020,1,0,it_torch,0,****,****,****,it_bag,iit_torch_000,0,1,0,2,****,****,0,255,****,****,****,****,20,1,1,0.02,1725,17,8,0,20,4,****,****,****,****,****,3,0,0,5444,0,1,1,****,****,****,****,****,****,****,0,1,****,****,****,****,****,****,****,****
